"Review Id","User ID","Display Name","User Name","User Profile","User Avatar","User Location","User Is Verified","Rating","Additional Ratings","Review Title","Review Text","Helpful Votes","Photos","Trip Type","Stay Date","Created Date","Published Date","Language","Location","Location Id","URL"
"978784728","2F55AE7F27E09139CAB0A841FB18C7A4","struks","struks","https://www.tripadvisor.com/Profile/struks","https://media-cdn.tripadvisor.com/media/photo-o/06/09/2d/1d/struks.jpg","","No","5","","Beautiful furnishings,  great service!","The best service you can get. I booked the Royal Club Room. I gave my feedback directly to the hotel and they addressed it in the best possible way. Service in the club lounge is on a very high level. Special thanks to Ayan who made it a memorable stay for us, and to Vivek for his professional attitude and working hard towards maintaining the hotel's high standing. I was upgraded to the Executive Suite so the pictures show the upgraded room. ","0","https://media-cdn.tripadvisor.com/media/photo-m/1280/2e/08/4c/39/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2e/08/4c/3a/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2e/08/4c/3b/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2e/08/4c/3c/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2e/08/4c/3d/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2e/08/4c/3e/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2e/08/4c/3f/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2e/08/4c/40/caption.jpg","COUPLES","2024-11-30","2024-11-05","2024-11-05","en","The Leela Palace New Delhi","1759051","https://www.tripadvisor.com/ShowUserReviews-g304551-d1759051-r978784728-The_Leela_Palace_New_Delhi-New_Delhi_National_Capital_Territory_of_Delhi.html"
"978457266","9F6FE3823B3155B1F635B635B3E5B7EB","Mary Margaret L","803marymargaretl","https://www.tripadvisor.com/Profile/803marymargaretl","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/ec/a2/default-avatar-2020-3.jpg","","No","5","Value: 5
Rooms: 5
Location: 5
Cleanliness: 5
Service: 5
Sleep Quality: 5","The Leela Hotel, New Delhi experience!","The entire experience at The Leela Palace , New Delhi has been exquisite and amazing! The Leela is breathtaking. The staff throughout the hotel are very professional and respectful.!!! The housekeeping  staff are available within minutes of a request. The dining experiences have been incredible!","0","","FAMILY","2024-10-31","2024-11-03","2024-11-02","en","The Leela Palace New Delhi","1759051","https://www.tripadvisor.com/ShowUserReviews-g304551-d1759051-r978457266-The_Leela_Palace_New_Delhi-New_Delhi_National_Capital_Territory_of_Delhi.html"
"978242132","93392C311DDA84BF35674F61FF0FE1DE","Rudy2011","Rudy2011","https://www.tripadvisor.com/Profile/Rudy2011","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/a3/default-avatar-2020-38.jpg","Dallas","No","5","","Outstanding service and staff.","Outstanding hotel. I want to recognize Disha Arjun for taking care of my issues. She went above and beyond. All the restaurants food were delicious. The spa was amazing. All the staff were eager to please you and they made my stay unbelievable.","0","","SOLO","2024-10-31","2024-11-01","2024-11-01","en","The Leela Palace New Delhi","1759051","https://www.tripadvisor.com/ShowUserReviews-g304551-d1759051-r978242132-The_Leela_Palace_New_Delhi-New_Delhi_National_Capital_Territory_of_Delhi.html"
"978151272","CCBFB29C0162652D560769D2FE88A566","Haroon K","HaroonK135","https://www.tripadvisor.com/Profile/HaroonK135","https://media-cdn.tripadvisor.com/media/photo-s/10/6d/d5/fe/haroon-k.jpg","New Delhi","No","5","Value: 5
Rooms: 5
Location: 5
Cleanliness: 5
Service: 5
Sleep Quality: 5","A must visit property","One of the best property in Delhi if you are planning to go for either business or leisure travel.

Each and every staff you'll find very humble and has ready to help/assist attitude.

If you want to experience something above and beyond then you should definitely go for this to experience atlest once , afterwards their service will make you come back.","0","","FAMILY","2024-10-31","2024-10-31","2024-10-31","en","The Leela Palace New Delhi","1759051","https://www.tripadvisor.com/ShowUserReviews-g304551-d1759051-r978151272-The_Leela_Palace_New_Delhi-New_Delhi_National_Capital_Territory_of_Delhi.html"
"977112697","920A2797CE95CD5CA7AE83376B4DB5F6","Tony P","tonypF8207VG","https://www.tripadvisor.com/Profile/tonypF8207VG","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/fe/default-avatar-2020-58.jpg","","No","5","Value: 5
Rooms: 5
Location: 5
Cleanliness: 5
Service: 5
Sleep Quality: 5","Leela Palace New Delhi","The Leela was an amazing experience, with first class accommodations, and an incredible staff.  Special recognition of our guide, Mr. Kranti whose incredible hospitality, deep knowledge, and incredible care made the visit effortless.  We cannot recommend Mr. Kranti as a guide highly enough, and we look forward to our next visit!","0","","FAMILY","2024-10-31","2024-10-29","2024-10-29","en","The Leela Palace New Delhi","1759051","https://www.tripadvisor.com/ShowUserReviews-g304551-d1759051-r977112697-The_Leela_Palace_New_Delhi-New_Delhi_National_Capital_Territory_of_Delhi.html"
"976774573","1A958ED38E5F2674C45A0CF8D7169E29","richardBoston","richardBoston","https://www.tripadvisor.com/Profile/richardBoston","https://media-cdn.tripadvisor.com/media/photo-f/01/2e/70/97/avatar023.jpg","Boston","No","5","","Truly a palace","This is a palace and something that would always be remembered for the great staff. Great food and beautiful surroundings. Arrived after a long flight from Boston Mass at 2:00 a.m. emigrated by the staff with flowers around my neck and a beautiful candle ceremony.","0","https://media-cdn.tripadvisor.com/media/photo-o/2d/e9/0d/41/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-o/2d/e9/0d/43/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-o/2d/e9/0d/42/caption.jpg","COUPLES","2024-10-31","2024-10-27","2024-10-26","en","The Leela Palace New Delhi","1759051","https://www.tripadvisor.com/ShowUserReviews-g304551-d1759051-r976774573-The_Leela_Palace_New_Delhi-New_Delhi_National_Capital_Territory_of_Delhi.html"
"976678063","11516F9AAB27579DBECB9F4F5EE86B17","Anuradha R","anuradhar2022","https://www.tripadvisor.com/Profile/anuradhar2022","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/e7/default-avatar-2020-37.jpg","Mauritius","No","5","Value: 4
Rooms: 4
Location: 5
Cleanliness: 5
Service: 4
Sleep Quality: 5","Superb","Amazing hotel. Kudos to Faizan and Raj of housekeeping. All staff are really amazing and nice. Indian Hospitality at its best.

I highly recommend this hotel and will come back next year for sure. All the best to the whole Leela staff and management team. See you all soon. Take care and kep up with the good job","0","","BUSINESS","2024-10-31","2024-10-26","2024-10-26","en","The Leela Palace New Delhi","1759051","https://www.tripadvisor.com/ShowUserReviews-g304551-d1759051-r976678063-The_Leela_Palace_New_Delhi-New_Delhi_National_Capital_Territory_of_Delhi.html"
"976669158","77591C8E1C0F4DF5DEB15AB87D3E9111","Vern Jones","Vernyjones","https://www.tripadvisor.com/Profile/Vernyjones","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/6a/default-avatar-2020-47.jpg","","No","5","","Leela Hospitality out of this world…","Sahab and Pawan were fantastic in maintaining our room at Leela Palace…
Hospitality like nowhere in the world.

A number of recent visits and always like a small hotel in terms of service but grandeur that is a joy to experience.

And Ankhit in the restaurant was awesome as was Mona Singh (the director of guest experience)","0","","FAMILY","2024-10-31","2024-10-26","2024-10-26","en","The Leela Palace New Delhi","1759051","https://www.tripadvisor.com/ShowUserReviews-g304551-d1759051-r976669158-The_Leela_Palace_New_Delhi-New_Delhi_National_Capital_Territory_of_Delhi.html"
"976520911","543AA68ADE1A7358807703302390F0CD","Nahla C","96nahlac","https://www.tripadvisor.com/Profile/96nahlac","https://media-cdn.tripadvisor.com/media/photo-o/2d/e2/f4/af/nahla-c.jpg","","No","5","Value: 4
Rooms: 5
Location: 5
Cleanliness: 5
Service: 4
Sleep Quality: 5","Authentic Luxury in Perfect Balance","The harmony between modern amenities and comfortable luxury is perfectly struck here. Every interaction with staff feels genuine rather than scripted, and the way they handle special requests makes you feel like nothing is too much trouble. The cleanliness standards are exceptional, and the morning coffee service is a lovely touch","0","","SOLO","2024-07-31","2024-10-24","2024-10-24","en","The Leela Palace New Delhi","1759051","https://www.tripadvisor.com/ShowUserReviews-g304551-d1759051-r976520911-The_Leela_Palace_New_Delhi-New_Delhi_National_Capital_Territory_of_Delhi.html"
"976446760","989F7FC276401DF00BF53A7237D756B1","Pety L","petyl2015","https://www.tripadvisor.com/Profile/petyl2015","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e6/ea/default-avatar-2020-54.jpg","Mexico City","No","5","","Perfection, excellence, luxury and pure beauty..","Without a doubt, the most beautiful hotel I have ever been in more than 40 years of travelling around the world. The luxury is almost too much, but your eyes will be in awe all the time.  The staff makes you feel like royalty. The attention to details incredible.  A experience never to forget. Thank you.","1","","COUPLES","2024-10-31","2024-10-24","2024-10-24","en","The Leela Palace New Delhi","1759051","https://www.tripadvisor.com/ShowUserReviews-g304551-d1759051-r976446760-The_Leela_Palace_New_Delhi-New_Delhi_National_Capital_Territory_of_Delhi.html"
