"Review Id","User ID","Display Name","User Name","User Profile","User Avatar","User Location","User Is Verified","Rating","Additional Ratings","Review Title","Review Text","Helpful Votes","Photos","Trip Type","Stay Date","Created Date","Published Date","Language","Location","Location Id","URL"
"977136407","8CF8B8968397ECE9B2CB38EBC6346595","AJ B","8ajb","https://www.tripadvisor.com/Profile/8ajb","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/59/default-avatar-2020-49.jpg","","No","4","Value: 4
Rooms: 5
Location: 4
Cleanliness: 5
Service: 5
Sleep Quality: 4","Beautiful location with stunning sunsets.","Beautiful location with stunning sunsets.   We had a very happy couple of weeks there.

My children loved the pool and the kids club.

I loved the cleanliness and friendly staff.  Nothing is too much trouble.  Special mentions should go to Maria (front of house), Saniya and Jannick (hospitality team) who were fantastic with my children and made us feel very welcome and Chef Naushad and Chef Pritvi who patiently helped us on a daily basis with my daughter's severe nut allergy. Thank you guys!

Please be aware that the on-site shop is primarily for souvenir shopping and is not grocery store (as mentioned in some descriptions).","0","","FAMILY","2024-10-31","2024-10-29","2024-10-29","en","Hilton Mauritius Resort & Spa","299624","https://www.tripadvisor.com/ShowUserReviews-g298343-d299624-r977136407-Hilton_Mauritius_Resort_Spa-Flic_En_Flac.html"
"925831921","AAEA30C0B76DC02DD5465B12061E5B61","whoeveritis","soeunb","https://www.tripadvisor.com/Profile/soeunb","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/73/default-avatar-2020-13.jpg","","No","5","","Wonderful hotel in a beautiful beach","This newly renovated hotel looks amazingly beautiful. In particular, the garden is a gem with diverse plants. Some areas seemed redone and plants need further growth, but the area with established trees and flowers are so nicely designed and the pond linked with the pool area is lovely.

The Flic en Flac beach itself is picturesque. The sea is shallow for swimming or snorkeling, so it’s important to check and wait for the high tide. This long beach was better for a hike. For swimming, we mostly used the pool. The adult pool is beautiful and calm. There are plenty of beach chairs on the beach and around the swimming pools.

All restaurants and bars look posh and provide foods and drinks of high quality at reasonable prices. The hotel offered a variety of live music and performances for lunch time and evening entertainment. I particularly loved to listening to lovely songs mixed with the sound of waves at the bar next to Les Coquillages. 

The spa is under reconstruction so sauna and steam room are not expected to be around until end of December 2023. Massages were available in two designated guest rooms with massage beds or on the beach. I preferred the  one on the beach. 

Staff members were welcoming,  friendly and helpful. 

There are wild life such as lizards, birds, frogs and cats. Don’t get scared by the frog chorus in the evening. Unlike European ones, they stop singing around midnight. And according to our search they help controlling mosquitoes. On rainy days and in the evening, baby frogs can hop around, so mind your steps.","0","https://media-cdn.tripadvisor.com/media/photo-m/1280/2a/cf/ef/a6/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2a/cf/ef/a7/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2a/cf/ef/a8/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2a/cf/ef/a9/caption.jpg","COUPLES","2023-11-30","2023-11-14","2023-11-14","en","Hilton Mauritius Resort & Spa","299624","https://www.tripadvisor.com/ShowUserReviews-g298343-d299624-r925831921-Hilton_Mauritius_Resort_Spa-Flic_En_Flac.html"
"977131440","CB52B3A8465DC3730FD76601FB9FB910","philippe l","131philippel","https://www.tripadvisor.com/Profile/131philippel","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/59/default-avatar-2020-24.jpg","Jaux","No","5","Value: 4
Rooms: 5
Location: 5
Cleanliness: 5
Service: 5
Sleep Quality: 4","Excellent Hotel to make or redo.","From 14 to 29/09/2024 at Hilton as a couple. Very nice hotel - lovely staff, like all Mauritians. The staff comes back to the room at the end of the day to ask if you need anything.. (great attention). Breakfasts always very complete - 4 restaurants available (3 on reservation) A large selection. Hotel always very clean, very nice pools and superb little waterfalls. Beach at the Top.","0","","COUPLES","2024-09-30","2024-10-29","2024-10-29","en","Hilton Mauritius Resort & Spa","299624","https://www.tripadvisor.com/ShowUserReviews-g298343-d299624-r977131440-Hilton_Mauritius_Resort_Spa-Flic_En_Flac.html"
"977118071","83FBBDDAC54111D62E96CD467FC4A8C2","Karl-Heinz D","794karlheinzd","https://www.tripadvisor.com/Profile/794karlheinzd","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e6/ea/default-avatar-2020-54.jpg","","No","4","Value: 3
Rooms: 5
Location: 5
Cleanliness: 4
Service: 2
Sleep Quality: 5","Relaxing holiday in green paradise","Hotel with beautiful green garden and great pools. Service does not correspond to a 5 star hotel. We were repeatedly ignored and not served at the beach bar, although the bar was almost empty and there were enough staff. Long waits for food and drink at the beach bar. Food in the buffet restaurant not exactly varied. Every day almost the same buffet with only minor changes, although the buffet has a different theme every day. Chairs and loungers dirty with bird droppings and it is not cleaned. Drinks ordered without ice, but served several times with ice. Teapot was served, but without cup. Latte macchiato was served in a tall glass, but with a short spoon, the ordered latte macchiato for breakfast was a different coffee every day, etc. Although complaining at a high level, everything should not be at a 5 star hotel and the travel price. Otherwise beautiful grounds for a relaxing holiday. Maid Malini of Suite 1002 was very nice and friendly.","0","","COUPLES","2024-10-31","2024-10-29","2024-10-29","en","Hilton Mauritius Resort & Spa","299624","https://www.tripadvisor.com/ShowUserReviews-g298343-d299624-r977118071-Hilton_Mauritius_Resort_Spa-Flic_En_Flac.html"
"977097720","49D19DCB127028585EAC660F4ABFE0DD","Mylsco","Resort56886919498","https://www.tripadvisor.com/Profile/Resort56886919498","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/2b/default-avatar-2020-39.jpg","France","No","5","","Hotel wedding and family stay","Beautiful stay at the Hilton Hotel with our granddaughter. 
Everything was perfect ... the gardens are beautiful and well maintained, the room is spacious and clean. Many little touches on the occasion of our wedding at the hotel... a big thank you to Maria for her professionalism, kindness and so dedication, she met our expectations and organize a perfect ceremony for us 😍!!! 
Big crush for the restaurant the shellfish or everything is delicious with a smiling and attentive staff ... we were treated to a breakfast on the beach for our wedding, we feasted!!! THANK YOU ALL 
Mylena and Jerome","0","https://media-cdn.tripadvisor.com/media/photo-w/2d/ee/0c/6d/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2d/ee/0c/72/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2d/ee/0c/71/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2d/ee/0c/70/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2d/ee/0c/6f/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2d/ee/0c/6e/caption.jpg","FAMILY","2024-10-31","2024-10-29","2024-10-29","en","Hilton Mauritius Resort & Spa","299624","https://www.tripadvisor.com/ShowUserReviews-g298343-d299624-r977097720-Hilton_Mauritius_Resort_Spa-Flic_En_Flac.html"
"976819464","D6739AB565D61DCC8378787317D3A4BB","Jade S","614jades","https://www.tripadvisor.com/Profile/614jades","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e6/ea/default-avatar-2020-54.jpg","Ebene","No","1","Location: 3
Cleanliness: 5
Service: 1","Unwelcoming and disappointing","I recently visited with my family, expecting a relaxing day and a nice lunch. Unfortunately, from the moment I arrived, I felt policed and restricted. I was informed that I could only eat at the restaurant and that all other amenities, including the kids' club, were off-limits because the hotel was full. Strangely, when I went to see the kids' club, it was completely empty. I thought it would be okay to let my children enjoy the space for a moment. Management thought it wise to tell us to leave citing “policy” as the reason.

Given that the kids' club was empty, they could have been more accommodating. The unwelcoming attitude and rigid approach made the experience anything but relaxing. I usually don’t leave reviews, but this visit left me so displeased I felt compelled to share.","0","","FAMILY","2024-10-31","2024-10-27","2024-10-27","en","Hilton Mauritius Resort & Spa","299624","https://www.tripadvisor.com/ShowUserReviews-g298343-d299624-r976819464-Hilton_Mauritius_Resort_Spa-Flic_En_Flac.html"
"976638472","3965F921DB70F5BE9F390C57037F6941","Richard921","Richard921","https://www.tripadvisor.com/Profile/Richard921","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/e6/default-avatar-2020-45.jpg","Melbourne","No","5","Value: 3
Rooms: 4
Location: 4
Cleanliness: 5
Service: 5
Sleep Quality: 5","Luxurious resort with everything you need on site","From when you arrive at the resort you are treated very well with helpful staff in beautiful surroundings. The rooms are spacious with all you need and balconies. The balconies do vary from room to room, some are covered, others are open and some are a bit of a mix! They do need to spend a bit of time checking the maintenance of the rooms, the light system seems overly complex and doesn't work all that well, some switches are loose, one party in our group couldn't turn a bedside light off without turning off all the lights for example. Our room had a loose toilet seat and the shower amenities fell off the wall.
The rest of the resort was fantastic, pools were lovely plenty of bars, deck chairs did get busy around the pools but there were always some on the beach. The beach was very clean and super clear water in the lagoon for snorkeling. There were water sport activities including sailing, paddle boards wind surfing and pedalos. You could also borrow reef shoes, fins and snorkels (although they were full face snorkels that have been shown to be dangerous and you shouldn't dive under the water with).
We did have one meal at the beach front restaurant which we weren't that impressed with, food didn't come out together, wasn't hot and some portions were very small. The hotel can help with taxis into the town were there are loads of options or you can walk down the beach about 30mins, be warned it might be hard to get a taxi back at night though! 
Breakfast was a good spread with plenty of options, my wife wasn't a fan of the machine coffee served so you can ask the staff for a proper coffee from the barrister upstairs.
Would certainly stay here again should the opportunity arise and could maybe try the Indian or Thai restaurants.","0","","FAMILY","2024-09-30","2024-10-25","2024-10-25","en","Hilton Mauritius Resort & Spa","299624","https://www.tripadvisor.com/ShowUserReviews-g298343-d299624-r976638472-Hilton_Mauritius_Resort_Spa-Flic_En_Flac.html"
"974933577","763F0CB877BF7D332AC16D8FE61800C7","Serge S","serges107","https://www.tripadvisor.com/Profile/serges107","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/db/default-avatar-2020-10.jpg","Neuchâtel","No","5","Value: 5
Rooms: 5
Location: 5
Cleanliness: 5
Service: 5
Sleep Quality: 4","Pure happiness","Great resort. Beautiful location. Gardens and walkways very well maintained. Dimension of the complex on a human scale. Delicious meals, even the buffet is upscale. The staff is highly considerate, welcoming and exceptionally kind. A special thank you to Jannick, working in the various restaurants, for his particularly warm welcome, his kind words and his unwavering smile. The only small downside is that the mattresses of the deckchairs are soiled by birds and it is a bit disgusting to put the bath towels on them. Otherwise, we will definitely return to this establishment.","0","","COUPLES","2024-10-31","2024-10-22","2024-10-22","en","Hilton Mauritius Resort & Spa","299624","https://www.tripadvisor.com/ShowUserReviews-g298343-d299624-r974933577-Hilton_Mauritius_Resort_Spa-Flic_En_Flac.html"
"974193896","034854D4AE367D3A069165CD38B4D581","Nanda C","nandabyec","https://www.tripadvisor.com/Profile/nandabyec","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/4a/default-avatar-2020-42.jpg","","No","5","","Relaxing mode","Nice stay at Hilton hotels.  Lots of passionate people around .we visited the casela which was amazing, then enhance with a good catamaran. The coquillage restaurant was the best type of food services everything such a big thanks to the team . My pleasure adventure was the SPA I didn't expect such a good treatment with Nitisha, she is so caring and friendly, she done my hair and massage as well . Very impressive. Highly recommended Hilton hotels. 

Thank you everyone.","0","","COUPLES","2024-10-31","2024-10-16","2024-10-16","en","Hilton Mauritius Resort & Spa","299624","https://www.tripadvisor.com/ShowUserReviews-g298343-d299624-r974193896-Hilton_Mauritius_Resort_Spa-Flic_En_Flac.html"
"973956218","CCDF81C15E6ED7CEDCEA4C1E09F7C3A5","Khalil H","179khalilh","https://www.tripadvisor.com/Profile/179khalilh","https://media-cdn.tripadvisor.com/media/photo-s/12/a6/4d/0e/khalil-h.jpg","Nairobi","No","5","","Exceptional service from the Hilton family","I’ve gotten out of the habit of leaving  reviews, only exceptionally good or bad experiences seem to warrant the time. 

We stayed at the Hilton as a family, and I have to commend the management and the team for their ability to maintain excellent service levels everywhere. 

From the second you walk in, you are warmly greeted, slowly being ushered into what will be a worry free stay. 

We spent a couple days at the Hilton, food was always good and selection was ample. Touch you have to book the specialty restaurants in advance for dinner, we were always able to get our choice within 24 hours. 

The facilities were great. As I understand it, the hotel seems to have undergone a renovation program during COVID. As such, everything seems relatively new, and most importantly, enriching just works. 

The location worked well for us as we were able to do quite a few activities all within in 25 minute drive. 

Thanks again to the whole Hilton team!","0","https://media-cdn.tripadvisor.com/media/photo-m/1280/2d/ca/91/53/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2d/ca/91/54/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2d/ca/91/55/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2d/ca/91/56/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2d/ca/91/57/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2d/ca/91/58/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2d/ca/91/59/caption.jpg","FAMILY","2024-10-31","2024-10-14","2024-10-14","en","Hilton Mauritius Resort & Spa","299624","https://www.tripadvisor.com/ShowUserReviews-g298343-d299624-r973956218-Hilton_Mauritius_Resort_Spa-Flic_En_Flac.html"
