"Review Id","User ID","Display Name","User Name","User Profile","User Avatar","User Location","User Is Verified","Rating","Additional Ratings","Review Title","Review Text","Helpful Votes","Photos","Trip Type","Stay Date","Created Date","Published Date","Language","Location","Location Id","URL"
"978724482","A8FED7161EB1408B7BF89A0B2E49A69F","Curiosity51352584049","Curiosity51352584049","https://www.tripadvisor.com/Profile/Curiosity51352584049","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e6/ea/default-avatar-2020-54.jpg","","No","5","Value: 5
Rooms: 5
Location: 5
Cleanliness: 5
Service: 5
Sleep Quality: 5","“Feel at home”","The service is the best from everyone you meet at the hotel. “You feel at home”. I felt so comfortable moving around the hotel as there are people to guide you in every corner. One another point to mention is about house keeping - cannot be better than this, a benchmark!","0","","BUSINESS","2024-11-30","2024-11-04","2024-11-04","en","Conrad Pune","8625588","https://www.tripadvisor.com/ShowUserReviews-g297654-d8625588-r978724482-Conrad_Pune-Pune_Pune_District_Maharashtra.html"
"933999183","17A2D6B60B548DF3D1369815382196F3","Wander62167614988","Wander62167614988","https://www.tripadvisor.com/Profile/Wander62167614988","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/23/default-avatar-2020-28.jpg","","No","5","","Hospitality like no other!","This hotel has hospitality like no other. I stayed here for 7 nights, everyone I came across has been warm, helpful and kind. 

I fell ill on the 2nd night due to travelling. The duty manager Saif was amazing - he got me an on call doctor, collected my prescribed medicine, sent me fruits etc. He then continuously checked up on me to make sure I was okay. This was super kind.

Secondly, Yuvraj has been part of the house keeping team. He ensured the rooms along with outside areas were always in pristine condition. Because he knew I was ill - he gave me extra waters and also checked up on me. I was so impressed with this.

Thank you Conrad - your team is great!","1","","BUSINESS","2024-01-31","2024-01-14","2024-01-14","en","Conrad Pune","8625588","https://www.tripadvisor.com/ShowUserReviews-g297654-d8625588-r933999183-Conrad_Pune-Pune_Pune_District_Maharashtra.html"
"978660691","081177B3316E0E5DF1FA3394165463D2","JDN","JDN0908","https://www.tripadvisor.com/Profile/JDN0908","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/81/default-avatar-2020-43.jpg","Navi Mumbai","No","5","","Nice weekend","We spent two nights at the Conrad Pune 
We booked deluxe Interconnecting rooms which was great if you are travelling as a family .  We were given an early check in almost 3 hours before which most hotels rarely give .  Check in staff was very polite and quick . 
Rooms are large and comfortable with huge windows  so there is  ample sunlight.
A  sofa  ,  a ledge by the window , chair and desk provides work space as well as seating.  All fittings are modern with smart switch boards  for lights , AC and curtains . The room was beautifully decorated for my kids birthday which we had come to celebrate.   We ordered room service twice during our stay which was prompt , tasty and well presented. 
We ate a meal at the PSB which was like their coffee shop which was average . The roof top restaurant Aldila is excellent and a must visit .  The poolside eating area however can be improved. The seating looks a bit worn out and they only had one attendant to serve . 
Breakfast even though was crowded being a SUNDAY morning.. was excellent with lots of variety. All the staff go out of their way to make sure you are being served. 
Chetan who attending to guests at the breakfast was very attentive and polite . 
The next morning he presented us with us a plate of pancakes with a Bon voyage message .  He also gave us a box filled with muffins and croissants for our car journey back .  Check out was also smooth and very efficient.  
All in all a well managed hotel with great staff.","0","https://media-cdn.tripadvisor.com/media/photo-m/1280/2e/04/43/50/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2e/04/43/51/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2e/04/43/52/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2e/04/43/53/caption.jpg","FAMILY","2024-11-30","2024-11-04","2024-11-04","en","Conrad Pune","8625588","https://www.tripadvisor.com/ShowUserReviews-g297654-d8625588-r978660691-Conrad_Pune-Pune_Pune_District_Maharashtra.html"
"978322682","DF64748864FF617D73DDE2E264391B84","Sarah H","sarahhH3783RO","https://www.tripadvisor.com/Profile/sarahhH3783RO","https://media-cdn.tripadvisor.com/media/photo-o/0a/c2/a4/39/sarah-h.jpg","Jerusalem","No","5","Value: 5
Rooms: 5
Location: 5
Cleanliness: 5
Service: 5
Sleep Quality: 5","Luxurious India","A magnificent hotel. I have never slept better in the quiet room in the comfortable bed. Total luxury with the be flavor of Indian culture. There were beautiful Diwali decorations and live flute music at breakfast. The Indian food is superb with a new special dosa every day.
I also had an excellent haircut in  the salon, given by Surog. He carefully followed my requests and I am very pleased by the result. I hope to come back to this hotel many times in the future.","0","https://media-cdn.tripadvisor.com/media/photo-m/1280/2d/fc/32/db/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2d/fc/32/dc/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2d/fc/32/dd/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2d/fc/32/de/caption.jpg","SOLO","2024-11-30","2024-11-02","2024-11-01","en","Conrad Pune","8625588","https://www.tripadvisor.com/ShowUserReviews-g297654-d8625588-r978322682-Conrad_Pune-Pune_Pune_District_Maharashtra.html"
"978079119","66F933C7C2A52E22B35C5980EA79B94E","Journey12925040872","Journey12925040872","https://www.tripadvisor.com/Profile/Journey12925040872","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/48/default-avatar-2020-15.jpg","","No","5","Value: 5
Rooms: 5
Location: 5
Cleanliness: 5
Service: 5
Sleep Quality: 5","The experience was outstanding, brilliant and amazing","The rooms are super neat and luxurious, the service was outstanding. Service was very kind and they helped a lot with anything. The hotel as a whole was super luxurious and very neat and clean.    Chetan was a very good person he was helping us a lot. Chetan was the manager of coriander kitchen","0","","FAMILY","2024-10-31","2024-10-31","2024-10-30","en","Conrad Pune","8625588","https://www.tripadvisor.com/ShowUserReviews-g297654-d8625588-r978079119-Conrad_Pune-Pune_Pune_District_Maharashtra.html"
"977197536","ACC50B3FCDE23DDE28296A8266D61EEC","Sneha W","SnehaW26","https://www.tripadvisor.com/Profile/SnehaW26","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/23/default-avatar-2020-28.jpg","","No","5","Value: 5
Rooms: 5
Location: 5
Cleanliness: 5
Service: 5
Sleep Quality: 5","Had an amazing experience at Conrad","Overall great service.. kudos to Bishwas and Sherya for their hospitality they ve been very kind…😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀","0","","FRIENDS","2024-10-31","2024-10-30","2024-10-29","en","Conrad Pune","8625588","https://www.tripadvisor.com/ShowUserReviews-g297654-d8625588-r977197536-Conrad_Pune-Pune_Pune_District_Maharashtra.html"
"976917999","294FC6DFF4EBAAD4401C89E85B0B7799","Manisha S","manishasharma2009","https://www.tripadvisor.com/Profile/manishasharma2009","https://media-cdn.tripadvisor.com/media/photo-o/04/77/22/7b/manishasharma2009.jpg","","No","5","","Spa-tecular","I always stay here whenever business brings me to Pune. It's Conrad and only Conrad for me. Right from the moment you enter the hotel to the moment you settle your dues and walk out, you are taken care of in the best possible way. All the staff seem to be at your service, in a very professional and courteous way. 
The breakfast spread is amazing. This time I also indulged myself in spa and i am so glad I opted for it. The massage followed by the steam bath was so relaxing and rejuvenating. 
Thanking each and every one at Conrad for this awesome hospitality always. ","0","","BUSINESS","2024-10-31","2024-10-28","2024-10-27","en","Conrad Pune","8625588","https://www.tripadvisor.com/ShowUserReviews-g297654-d8625588-r976917999-Conrad_Pune-Pune_Pune_District_Maharashtra.html"
"976620527","15129B2E3FA3A3C27E201CFC32ED82DF","Alice R","Aliceamanda22","https://www.tripadvisor.com/Profile/Aliceamanda22","https://media-cdn.tripadvisor.com/media/photo-m/1280/22/ff/bc/16/aliceamanda22.jpg","Tonbridge","No","5","","Brilliant stay!","Stayed here for one month on business. Everything was amazing and the staff could not do more to help, nothing was too much! Felt like a second home.  Hotel was spotless and brilliant choice of restraunts.

Special thanks to Vivaan, Omkar and Rugved.","0","","BUSINESS","2024-09-30","2024-10-25","2024-10-25","en","Conrad Pune","8625588","https://www.tripadvisor.com/ShowUserReviews-g297654-d8625588-r976620527-Conrad_Pune-Pune_Pune_District_Maharashtra.html"
"976617601","FD3E14850BD61683C8E2E74F821B52AD","Seaside00413140760","Seaside00413140760","https://www.tripadvisor.com/Profile/Seaside00413140760","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/2b/default-avatar-2020-39.jpg","","No","5","","Excellent hotel","All things are good. services for staff room was awesome.Hotel location and view are good.alllllll ttttttthhhhhhiiiinnnnggggggssss aaaarrreee ggggoooddd.

Nice Service from Viwan as well.
I got chance to see indian cricket team that was another good thing about the hotel.","0","","BUSINESS","2024-09-30","2024-10-25","2024-10-25","en","Conrad Pune","8625588","https://www.tripadvisor.com/ShowUserReviews-g297654-d8625588-r976617601-Conrad_Pune-Pune_Pune_District_Maharashtra.html"
"976525622","421D72175F97E4BAE6B7F60CD5DE90C8","Culture66395007536","Culture66395007536","https://www.tripadvisor.com/Profile/Culture66395007536","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/60/default-avatar-2020-64.jpg","","No","5","Value: 5
Rooms: 5
Location: 5
Cleanliness: 5
Service: 5
Sleep Quality: 5","Don't miss this place.","Conrad Pune is fabulous place to be in.
They makes us feel like family with comfortable stay and lovely food around. Complete stress buster and joyful place.
Chetan Jagdale was very helpful and made us feel special during our stay. Thankyou .","0","","FAMILY","2024-10-31","2024-10-25","2024-10-24","en","Conrad Pune","8625588","https://www.tripadvisor.com/ShowUserReviews-g297654-d8625588-r976525622-Conrad_Pune-Pune_Pune_District_Maharashtra.html"
